Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,Station,NumMosquitos,WnvPresent,Sunrise,Sunset,CodeSum,ResultDir,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,AvgSpeed
2007-09-19,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,2,3,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"Chicago, IL, USA",CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,1,2,0,0536,1755, ,26,80.2,60.0,70.33333333333333,2.933333333333333,56.86666666666667,62.26666666666666,1.5,6.833333333333332,0.0,0.1343333333333334,29.32266666666667,30.03833333333333,6.706666666666668,8.446666666666676
2007-09-19,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX TERRITANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1,1,0,0536,1755, ,26,80.2,60.0,70.33333333333333,2.933333333333333,56.86666666666667,62.26666666666666,1.5,6.833333333333332,0.0,0.1343333333333334,29.32266666666667,30.03833333333333,6.706666666666668,8.446666666666676
2007-09-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX TERRITANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,2,21,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,2,16,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX TERRITANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,2,3,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,2,16,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,2,14,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,2,6,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX TERRITANS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,52, S NORDICA,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999999,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,61, S MELVINA AVE,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999999,8,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,2,3,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"5500 South Doctor Martin Luther King Junior Drive, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,55, S DR MARTIN LUTHER KING JR DR,T076,"5500  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.794781,-87.615989,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS,64, S STONY ISLAND AVE,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,2,6,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX TERRITANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,2,5,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX TERRITANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX TERRITANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,2,7,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,2,15,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,2,5,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX TERRITANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,2,4,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,2,389,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,2,4,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,2,968,1,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,2,21,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,2,60,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Stony Island Avenue, Chicago, IL, USA",CULEX TERRITANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,2,8,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,2,11,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Mackinaw Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S MACKINAW,T206,"1300  S MACKINAW, Chicago, IL",41.737052,-87.54306700000001,5,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Mackinaw Avenue, Chicago, IL 60617, USA",CULEX TERRITANS,13, S MACKINAW,T206,"1300  S MACKINAW, Chicago, IL",41.737052,-87.54306700000001,5,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,2,5,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX TERRITANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,2,1,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
2007-09-19,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,2,2,0,-,-, ,25,80.16666666666667,61.83333333333334,71.23333333333333,2.933333333333333,56.66666666666666,62.73333333333333,1.3,7.533333333333332,0.0,0.14333333333333342,29.37933333333333,30.02433333333333,6.58,8.466666666666665
